loss,epoch,step
0.9399623870849609,0,199
0.853205680847168,0,399
0.8279049396514893,0,599
0.8223288059234619,0,799
0.8024699687957764,0,999
0.7961544990539551,0,1199
0.7684535980224609,0,1399
0.7479853630065918,0,1599
0.7546042203903198,0,1799
0.7372554540634155,0,1999
0.7596983909606934,0,2199
0.7552871704101562,0,2399
0.7275906801223755,0,2599
0.7077527046203613,0,2799
0.7507222890853882,0,2999
0.700676441192627,0,3199
0.7036932706832886,0,3399
0.70132976770401,0,3599
0.6937707662582397,0,3799
0.7207099795341492,0,3999
0.7191786766052246,0,4199
0.7239416241645813,0,4399
0.7004835605621338,0,4599
0.6916018724441528,0,4799
0.6964927911758423,0,4999
0.7148692607879639,0,5199
0.6797136664390564,0,5399
0.7166905999183655,0,5599
0.6876084804534912,0,5799
0.6696217656135559,0,5999
0.6779706478118896,0,6199
0.6863990426063538,0,6399
0.6744208335876465,0,6599
0.6905273199081421,0,6799
0.7027783393859863,0,6999
0.6849925518035889,0,7199
0.6872091293334961,0,7399
0.6557613611221313,0,7599
0.6797001957893372,0,7799
0.699243426322937,0,7999
0.6746859550476074,0,8199
0.6789013147354126,0,8399
0.6676968336105347,0,8599
0.6502490043640137,0,8799
0.6705583333969116,0,8999
0.6730997562408447,0,9199
0.6741275787353516,0,9399
0.661103367805481,0,9599
0.6616032123565674,0,9799
0.6686912178993225,0,9999
0.6419232487678528,0,10199
0.6381916403770447,0,10399
0.6855530738830566,0,10599
0.6325989961624146,0,10799
0.6556985378265381,0,10999
0.6433641910552979,0,11199
0.6421529054641724,0,11399
0.647932767868042,0,11599
0.6733824014663696,0,11799
0.6487133502960205,0,11999
0.6172603368759155,0,12199
0.6398125290870667,0,12399
0.6831860542297363,0,12599
0.6680780649185181,0,12799
0.6609053611755371,0,12999
0.627768874168396,0,13199
0.6608322858810425,0,13399
0.6343393921852112,0,13599
0.631140410900116,0,13799
0.6214739084243774,0,13999
0.6542842388153076,0,14199
0.6268800497055054,0,14399
0.6237677335739136,0,14599
0.6410467028617859,0,14799
0.6313579678535461,0,14999
0.6728512048721313,0,15199
0.6296188831329346,0,15399
0.6330015063285828,0,15599
0.6497657299041748,0,15799
0.6040922999382019,0,15999
0.6392632126808167,0,16199
0.6667512059211731,0,16399
0.6295792460441589,0,16599
0.6138972043991089,0,16799
0.6531662940979004,0,16999
0.6198941469192505,0,17199
0.6512056589126587,0,17399
0.623984158039093,0,17599
0.6453644633293152,0,17799
0.6233076453208923,0,17999
0.5959568619728088,0,18199
0.6225072741508484,0,18399
0.6088743209838867,0,18599
0.6371331214904785,0,18799
0.6229507923126221,0,18999
0.611027717590332,0,19199
0.6235436201095581,0,19399
0.6413153409957886,0,19599
0.6325162649154663,0,19799
0.6168732047080994,0,19999
0.635411262512207,0,20199
0.6246438026428223,0,20399
0.6199467182159424,0,20599
0.6274458169937134,0,20799
0.6177301406860352,0,20999
0.5871756076812744,0,21199
0.6350703239440918,0,21399
0.6158755421638489,0,21599
0.6214503645896912,0,21799
0.6131223440170288,0,21999
0.6265484094619751,0,22199
0.6172149181365967,0,22399
0.6322126984596252,0,22599
0.6306749582290649,0,22799
0.6170507073402405,0,22999
0.6317857503890991,0,23199
0.6214660406112671,0,23399
0.6189852356910706,0,23599
0.5998532772064209,0,23799
0.605671763420105,0,23999
0.609899640083313,0,24199
0.6275711059570312,0,24399
0.6294029951095581,0,24599
0.610042929649353,0,24799
0.6268733739852905,0,24999
0.5936974287033081,0,25199
0.5922167897224426,0,25399
0.6115436553955078,0,25599
0.656559944152832,0,25799
0.6257576942443848,0,25999
0.6067312955856323,0,26199
0.5845995545387268,0,26399
0.5726408958435059,0,26599
0.6177254319190979,0,26799
0.6165463328361511,0,26999
0.579806923866272,0,27199
0.6168718338012695,0,27399
0.6319601535797119,0,27599
0.6018162965774536,0,27799
0.6209807991981506,0,27999
0.6079640984535217,0,28199
0.5687315464019775,0,28399
0.6111816167831421,0,28599
0.5860477089881897,0,28799
0.6178387403488159,0,28999
0.6280555129051208,0,29199
0.6383639574050903,0,29399
0.6055360436439514,0,29599
0.58247971534729,0,29799
0.6006481647491455,0,29999
0.6040605306625366,0,30199
0.620821475982666,0,30399
0.5971660614013672,0,30599
0.5807942152023315,0,30799
0.5774931907653809,0,30999
0.600406289100647,0,31199
0.5738617181777954,0,31399
0.5981915593147278,0,31599
0.5902880430221558,0,31799
0.5568060278892517,0,31999
0.593506395816803,0,32199
0.5937893390655518,0,32399
0.557830274105072,0,32599
0.627502977848053,0,32799
0.633186399936676,0,32999
0.5832584500312805,0,33199
0.5691845417022705,0,33399
0.5648336410522461,0,33599
0.6141339540481567,0,33799
0.5723503828048706,0,33999
0.5948953628540039,0,34199
0.6020880341529846,0,34399
0.615581214427948,0,34599
0.6212798953056335,0,34799
0.5506283640861511,0,34999
0.6104133129119873,0,35199
0.5927184820175171,0,35399
0.5859799385070801,0,35599
0.6140840649604797,0,35799
0.6000385284423828,0,35999
0.5698354840278625,0,36199
