loss,epoch,step
0.7442409992218018,0,199
0.7020934820175171,0,399
0.6755539774894714,0,599
0.7123741507530212,0,799
0.6268636584281921,0,999
0.66529780626297,0,1199
0.6660658121109009,0,1399
0.6188836097717285,0,1599
0.6226348876953125,0,1799
0.6275401711463928,0,1999
0.620656430721283,0,2199
0.6467446088790894,0,2399
0.6162445545196533,0,2599
0.6095247864723206,0,2799
0.5869211554527283,0,2999
0.6073928475379944,0,3199
0.6193466186523438,0,3399
0.5924177169799805,0,3599
0.585003674030304,0,3799
0.5838354229927063,0,3999
0.5998551845550537,0,4199
0.599078893661499,0,4399
0.5862869024276733,0,4599
0.5505841374397278,0,4799
0.5995131731033325,0,4999
0.5975303649902344,0,5199
0.5991552472114563,0,5399
0.5671809911727905,0,5599
0.564860999584198,0,5799
0.5561832785606384,0,5999
0.5728795528411865,0,6199
0.5605075359344482,0,6399
0.5585110187530518,0,6599
0.5492952466011047,0,6799
0.5259993076324463,0,6999
0.5407155156135559,0,7199
0.5483042001724243,0,7399
0.5658606290817261,0,7599
0.5505355000495911,0,7799
0.5656017661094666,0,7999
0.542310893535614,0,8199
0.575560986995697,0,8399
0.548198938369751,0,8599
0.5739091038703918,0,8799
0.5569127798080444,0,8999
0.5235089063644409,0,9199
0.5960589051246643,0,9399
0.5197538137435913,0,9599
0.5359454154968262,0,9799
0.5919106006622314,0,9999
0.5786430239677429,0,10199
0.5494398474693298,0,10399
0.5462865233421326,0,10599
0.5443336367607117,0,10799
0.5757963061332703,0,10999
0.534122109413147,0,11199
0.5527515411376953,0,11399
0.5524654388427734,0,11599
0.5784589648246765,0,11799
0.5551477670669556,0,11999
0.5232806205749512,0,12199
0.5491946339607239,0,12399
0.5109562277793884,0,12599
0.5072898268699646,0,12799
0.5174778699874878,0,12999
0.5376505851745605,0,13199
0.5724427700042725,0,13399
0.5510408878326416,0,13599
0.538282573223114,0,13799
0.531877875328064,0,13999
0.5231080055236816,0,14199
0.585256814956665,0,14399
0.49751701951026917,0,14599
0.5161084532737732,0,14799
0.5192267894744873,0,14999
0.5428156852722168,0,15199
0.5715649127960205,0,15399
0.5749383568763733,0,15599
0.5136405825614929,0,15799
0.5241786241531372,0,15999
0.5150619149208069,0,16199
0.5624592304229736,0,16399
0.57640540599823,0,16599
0.5191619396209717,0,16799
0.5317817330360413,0,16999
0.51402348279953,0,17199
0.5635374784469604,0,17399
0.5317193865776062,0,17599
0.5242461562156677,0,17799
0.5131126642227173,0,17999
0.5446404814720154,0,18199
0.5467036962509155,0,18399
0.529532790184021,0,18599
0.49393653869628906,0,18799
0.5262666344642639,0,18999
0.5456790328025818,0,19199
0.536406397819519,0,19399
0.569317102432251,0,19599
0.5489495396614075,0,19799
0.5290812849998474,0,19999
0.4830959141254425,0,20199
0.5336438417434692,0,20399
0.47672316431999207,0,20599
0.5160329937934875,0,20799
0.5253129601478577,0,20999
0.504715085029602,0,21199
0.5209881067276001,0,21399
0.5220350623130798,0,21599
0.532701313495636,0,21799
0.5501110553741455,0,21999
0.5068874359130859,0,22199
0.519831657409668,0,22399
0.5652586221694946,0,22599
0.5216922163963318,0,22799
0.521720290184021,0,22999
0.5340123772621155,0,23199
0.5390455722808838,0,23399
0.546303391456604,0,23599
0.5256142020225525,0,23799
0.5333502292633057,0,23999
0.5355122089385986,0,24199
0.4941103160381317,0,24399
0.5247943997383118,0,24599
0.5133066773414612,0,24799
0.550898015499115,0,24999
0.4992257356643677,0,25199
0.516236424446106,0,25399
0.5470770597457886,0,25599
0.517443060874939,0,25799
0.5005181431770325,0,25999
0.526270866394043,0,26199
0.5368838310241699,0,26399
0.4857772886753082,0,26599
0.5193224549293518,0,26799
0.5369055271148682,0,26999
0.5653618574142456,0,27199
0.5537649393081665,0,27399
0.5276860594749451,0,27599
0.5215691924095154,0,27799
0.543128252029419,0,27999
0.534751296043396,0,28199
0.5166954398155212,0,28399
0.5338354706764221,0,28599
0.5152683258056641,0,28799
0.533627986907959,0,28999
0.5117622017860413,0,29199
0.5309141874313354,0,29399
0.5161927938461304,0,29599
0.5068469047546387,0,29799
0.5019251108169556,0,29999
0.5425727963447571,0,30199
0.5171369910240173,0,30399
0.5023210644721985,0,30599
0.5241931676864624,0,30799
0.5429279804229736,0,30999
0.5139062404632568,0,31199
0.5147260427474976,0,31399
0.50700443983078,0,31599
0.5440043807029724,0,31799
0.5153871774673462,0,31999
0.5801354050636292,0,32199
0.5376644730567932,0,32399
0.551552414894104,0,32599
0.508151650428772,0,32799
0.5284907817840576,0,32999
0.5624355673789978,0,33199
0.5163233876228333,0,33399
0.5246471166610718,0,33599
0.5124797821044922,0,33799
0.5400390625,0,33999
0.5141563415527344,0,34199
0.5331395864486694,0,34399
0.5001755952835083,0,34599
0.5345336198806763,0,34799
0.5447754263877869,0,34999
0.49704694747924805,0,35199
0.5390322804450989,0,35399
0.49249884486198425,0,35599
0.5428996086120605,0,35799
0.48506686091423035,0,35999
0.5036458969116211,0,36199
